Table ac_average_period;;;;
"Table to save aircraft average cycles, hours etc. for a certain period of time";;;;
;message_short_text;ALPHANUM;unitext(1073741823);"message short text"
;estimated_dep_date;DATE;int;"Estimated time departure date"
;estimated_dep_time;TIME;int;"Estimated time dept time"
;external_creation_time;TIME;int;"If timezone is not given, we assume local time of the AMOS server"
;ata_chapter;ATA;univarchar(12);"Affected ATA chapter."
;type_message;ALPHANUM;univarchar(30);"Type(Code) of the ACARS message"
[I];flightno;ALPHANUM;univarchar(20);"Flightnumber"
;departure_station;STA;univarchar(4);"Departure station of the aircraft affected."
;ac_reg;AC;univarchar(6);"Aircraft affected."
;external_creation_date;DATE_INT;int;"If timezone is not given, we assume local time of the AMOS server"
;xml_message;ALPHANUM;unitext(1073741823);"The xml content of the message"
[P];acars_messageno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
[I];created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table accident_type;;;;
"Basic table for accident types.";;;;
Keys;Name;Mime-Type;Type;Description
[P];accident_type;ALPHANUM;univarchar(6);"unique primary key"
;description;ALPHANUM;univarchar(60);"Description text for the entry."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table account;;;;
"It contains the definition of the accounts in relation with the settings of the part. This table is used by the first version of program Chart of Accounts.";;;;
Keys;Name;Mime-Type;Type;Description
[P];accountno;ACC;univarchar(10);"Account number."
[P,I];type;ALPHANUM;univarchar(2);"Type of account."
[P];category;ALPHANUM;univarchar(2);"Account category."
[P];ac_typ;FAT;univarchar(6);"Financial aircraft type."
[P];mat_class;MATCL;univarchar(4);"Material class."
[P];tool;BOOL;univarchar(1);"Tool flag."
;pool;BOOL;univarchar(1);"Pool flag."
[P];repairable;BOOL;univarchar(1);"Repairable flag."
[P];special_contract;SP_CO;univarchar(2);"Special Contract code."
[P];ata_chapter;ATA;univarchar(12);"ATA Chapter."
;description;ALPHANUM;univarchar(36);"Description of the account."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table account_conditions;;;;
"Connecting table to store the existing link between an account and its associated conditions defining it";;;;
Keys;Name;Mime-Type;Type;Description
[P];condition_i;INT;int;"Identifier of the condition defined for an account"
[P,I];accountno;ALPHANUM;univarchar(10);"Account number having conditions defined"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table account_type;;;;
"This table contains data about the account-types. The typical account-types are material, cost, income, etc.";;;;
Keys;Name;Mime-Type;Type;Description
[P];type;ALPHANUM;univarchar(2);"The type of account"
;description;ALPHANUM;univarchar(36);"Description "
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table action_type;;;;
"Basic table to define different action type like preventive, terminating Used e.g. in Work Order or in Occurrence Reporting.";;;;
Keys;Name;Mime-Type;Type;Description
[P];action_typeno_i;INT;int;"unique primary key"
;action_type;ALPHANUM;univarchar(12);"display value"
;description;ALPHANUM;univarchar(60);"description of the action type entry"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table activity_cost_matching;;;;
"table containing matchings between costs and activities";;;;
Keys;Name;Mime-Type;Type;Description
[I];fa_activityno_i;FAACT;int;"link to the fa_activity table."
[I];booking_type;ALPHANUM;univarchar(1);"type of booking  C = Cost R = Revenue"
[I];cc_bookingno_i;INT;int;"unique key of the cc_booking (cc_cost or cc_revenue)"
[P];activity_cost_matchingno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table actm_aircraft;;;;
"Contains Aircraft for Aircraft Transaction Projects";;;;
Keys;Name;Mime-Type;Type;Description
[I];actmno_i;ATP;int;"FK to A/C Transaction Project"
[I];aircraftno_i;INT;int;"Stores aircraft if available in AMOS"
;transaction_type;ALPHANUM;univarchar(1);"phase-in or phase-out"
;owner;VD;univarchar(12);""
;operator;VD;univarchar(12);"only if address has property OC defined"
[I];op_revisionno_i;INT;int;""
[I];mpno_i;INT;int;"Operator Maintenance Program available in AMOS"
[I];mpno;ALPHANUM;univarchar(25);""
;mfg_date;DATE_INT;int;""
;ac_type;AT;univarchar(6);""
;ac_registr_prefix;ALPHANUM;univarchar(6);""
[I];serialno;ALPHANUM;univarchar(20);""
[I];ac_registr;ALPHANUM;univarchar(6);"This is independent of the existing aircraft.ac_registr"
[P];actm_acno_i;ATAC;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table actm_delivery_cond;;;;
"Contains Redelivery Condition, related to Aircraft Transaction Management, for minimum time to go";;;;
Keys;Name;Mime-Type;Type;Description
[I];actmno_i;ATP;int;"FK to A/C Transaction Project"
;value;INT;int;"Minimum Time To Go as specified in the leasing contract (Phase-in/-out and Phase-out projects only)"
;amos_type;ALPHANUM;univarchar(8);"Type of linked maintenance requirements / WO ..."
;dimension;ALPHANUM;univarchar(10);"Aircraft Counter Dimension as specified in the leasing contract (Phase-in/-out and Phase-out projects only)"
[P];actm_accondno_i;ATPR;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table actm_mapping;;;;
"default table description";;;;
Keys;Name;Mime-Type;Type;Description
[I];actmno_i;ATP;int;"Linked project primary key"
;target_reference_info;ALPHANUM;univarchar(100);"Reference Information of the target"
;target_reference_number;ALPHANUM;univarchar(38);"Reference Number of the target"
;source_reference_info;ALPHANUM;univarchar(100);"Reference Information of the source"
;source_reference_number;ALPHANUM;univarchar(38);"Reference Number of the source"
;mapping_type;MIME;univarchar(8);"Mime Type of the mapping data"
[P];actm_mappingno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
